PUBLICATION_DATE,UID,AGGR_ECO3_2015,AGGR_ECO9_2015,ATHSTUDY,BENT,COMID,DATE_BENT,DATE_FISH,ELEV,EPA_REG,FCODE,FISH,GNIS_NAME,HUC8,INDEXVIS_BUG,INDEXVIS_FISH,LAT_DD83,LOC_NAME,LON_DD83,LOTIC_CLS,MISS_SUB,NACEC_ECO,NAWQA_REG,PROB_SITE,RT_NRSA,RT_NRSA_AH,RT_NRSA_FISH,RT_WSA,SITE_CLASS,SITE_ID,STATE,STRAHLERORDER,STRMNAME,URBAN,US_L3CODE_2015,US_L4CODE_2015,VISIT_NO,WSAREA_NARS,XALB83,XELEV,XLAT_DD,XLON_DD,YALB83,YEAR
9/1/2015,5000010,EHIGH,SAP,AL-STATE,Y,,6/8/2000,,193.9,4,,N,,3160112,Y,0,33.45275,CHEAHA CREEK,-86.90272222,WADEABLE,,Ridge and Valley,SAGT,N,S,R,,R,HAND,AL:CHEC-6,AL,,CHEAHA CREEK,Urban,67,67f,1,56.38,838734.6602,160.67,33.45275,86.902722,1194014.445,2000
9/1/2015,5000011,PLNLOW,CPL,AL-STATE,Y,894327,5/25/1999,,55,4,46006,N,,3140103,Y,0,31.12152778,CLEAR CREEK,-86.37575,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:CLC-1,AL,1st,CLEAR CREEK,NonUrban,65,65g,1,85.47,913429.1689,48.44,31.121528,86.37575,940275.1006,1999
9/1/2015,5000012,PLNLOW,CPL,AL-STATE,Y,21454578,5/9/1995,,37,4,46006,N,Chaney Creek,3150203,Y,0,32.35438889,CHANEY CREEK,-87.28938889,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:CYD-1,AL,3rd,CHANEY CREEK,NonUrban,65,65a,1,129.5,814405.4959,36.76,32.354389,87.289389,1068628.94,1995
9/1/2015,5000013,PLNLOW,CPL,AL-STATE,Y,2210614,5/2/1995,,112.8,4,46006,N,Dry Creek,3140202,Y,0,31.93466667,DRY CREEK,-85.61036111,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:DRYB-1,AL,2nd,DRY CREEK,NonUrban,65,65d,1,21.04,975916.1397,113.46,31.934667,85.610361,1037902.578,1995
9/1/2015,5000014,PLNLOW,CPL,AL-STATE,Y,2210614,6/8/1999,,112.8,4,46006,N,Dry Creek,3140202,Y,0,31.93466667,DRY CREEK,-85.61036111,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:DRYB-1A,AL,2nd,DRY CREEK,NonUrban,65,65d,1,21.04,975916.1397,113.46,31.934667,85.610361,1037902.578,1999
9/1/2015,5000015,EHIGH,SAP,AL-STATE,Y,,5/12/1998,,207,4,,N,,3150109,Y,0,33.18025,HURRICANE CREEK,-85.59413889,WADEABLE,,Piedmont,SAGT,N,R,R,,B,HAND,AL:HCR-1,AL,,HURRICANE CREEK,NonUrban,45,45a,1,31.08,962253.9268,236.86,33.18025,85.594139,1176147.708,1998
9/1/2015,5000016,EHIGH,SAP,AL-STATE,Y,,6/1/1999,,204.7,4,,N,,3150109,Y,0,33.18025,HURRICANE CREEK,-85.59413889,WADEABLE,,Piedmont,SAGT,N,R,R,,R,HAND,AL:HCR-1A,AL,,HURRICANE CREEK,NonUrban,45,45a,1,37.31,962253.9268,236.86,33.18025,85.594139,1176147.708,1999
9/1/2015,5000017,PLNLOW,CPL,AL-STATE,Y,18519555,5/4/1999,,12,4,46006,N,Halls Creek,3160204,Y,0,31.05288889,HALLS CREEK,-87.83683333,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:HLB-1,AL,3rd,HALLS CREEK,NonUrban,65,65f,1,41.44,775785.8959,7.68,31.052889,87.836833,919688.1461,1999
9/1/2015,5000018,EHIGH,SAP,AL-STATE,Y,18565127,6/13/2000,,171.7,4,46006,N,Hendrick Mill Branch,3160111,Y,0,33.87611111,HENDRICK MILL BRANCH,-86.56886111,WADEABLE,,Ridge and Valley,SAGT,N,R,R,,R,HAND,AL:HNMB-4,AL,2nd,HENDRICK MILL BRANCH,NonUrban,67,67f,1,7.22,864730.3822,170.4,33.876111,86.568861,1244075.347,2000
9/1/2015,5000019,PLNLOW,CPL,AL-STATE,Y,3433076,6/8/1999,,69.9,4,46006,N,Ihagee Creek,3130003,Y,0,32.2385,IHAGEE CREEK,-84.98069444,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:IHGR-1,AL,3rd,IHAGEE CREEK,NonUrban,65,65d,1,70.2,1030887.018,70.64,32.2385,84.980694,1078194.219,1999
9/1/2015,5000020,EHIGH,SAP,AL-STATE,Y,18579129,6/24/1993,,182.1,4,46006,N,Inman Creek,3160110,Y,0,34.21525,INMAN CREEK,-87.22447222,WADEABLE,,Southwestern Appalachians,SAGT,N,R,R,,R,HAND,AL:IMNW-1,AL,2nd,INMAN CREEK,NonUrban,68,68e,1,13.98,801300.3958,187.18,34.21525,87.224472,1276058.704,1993
9/1/2015,5000021,EHIGH,SAP,AL-STATE,Y,19579751,7/7/1999,,164.7,4,46006,N,Indiancamp Creek,6030005,Y,0,34.92425,INDIAN CAMP CREEK,-87.62108333,WADEABLE,,Interior Plateau,SAGT,N,R,R,,R,HAND,AL:INCL-1,AL,2nd,INDIAN CAMP CREEK,NonUrban,71,71f,1,21.55,758199.8187,176.99,34.92425,87.621083,1351772.06,1999
9/1/2015,5000022,EHIGH,SAP,AL-STATE,Y,18579129,5/18/1995,,182.1,4,46006,N,Inman Creek,3160110,Y,0,34.21525,INMAN CREEK,-87.22447222,WADEABLE,,Southwestern Appalachians,SAGT,N,R,R,,R,HAND,AL:INMW-1,AL,2nd,INMAN CREEK,NonUrban,68,68e,1,13.98,801300.3958,187.18,34.21525,87.224472,1276058.704,1995
9/1/2015,5000023,PLNLOW,CPL,AL-STATE,Y,18633620,5/15/1995,,43,4,46006,N,Jones Creek,3160106,Y,0,32.70161111,JONES CREEK,-88.14775,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:JNS-1,AL,3rd,JONES CREEK,NonUrban,65,65a,1,49.21,731149.2847,29.27,32.701611,88.14775,1100224.174,1995
9/1/2015,5000024,PLNLOW,CPL,AL-STATE,Y,21717272,5/15/2000,,134,4,46006,N,Long Branch,3150110,Y,0,32.41319444,LONG BRANCH CREEK,-85.48119444,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:LBM-1,AL,2nd,LONG BRANCH CREEK,NonUrban,65,65i,1,25.9,982108.5702,109.13,32.413194,85.481194,1092243.688,2000
9/1/2015,5000025,EHIGH,SAP,AL-STATE,Y,22037201,6/15/1993,,226,4,46006,N,Little Chatahospee Creek,3150109,Y,0,32.90761111,LITTLE CHATTAHOSPEE CREEK,-85.511,WADEABLE,,Piedmont,SAGT,N,R,R,,B,HAND,AL:LCC-1,AL,3rd,LITTLE CHATTAHOSPEE CREEK,NonUrban,45,45b,1,51.8,973262.5533,193.45,32.907611,85.511,1146748.96,1993
9/1/2015,5000026,EHIGH,SAP,AL-STATE,Y,22203003,7/8/1999,,171.2,4,46006,N,Little Canoe Creek,3150106,Y,0,33.97005556,LITTLE CANOE CREEK,-86.17891667,WADEABLE,,Ridge and Valley,SAGT,N,R,R,,R,HAND,AL:LCNE-1,AL,3rd,LITTLE CANOE CREEK,NonUrban,67,67f,1,57.49,899276.1369,181.42,33.970056,86.178917,1258138.668,1999
9/1/2015,5000027,PLNLOW,CPL,AL-STATE,Y,21716412,6/3/1999,,76.2,4,46006,N,Line Creek,3150110,Y,0,32.20880556,LINE CREEK,-85.8975,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:LINB-1,AL,4th,LINE CREEK,NonUrban,65,65a,1,147.78,945806.5515,76.87,32.208806,85.8975,1065369.938,1999
9/1/2015,5000028,PLNLOW,CPL,AL-STATE,Y,18242229,11/4/1996,,9.1,4,46006,N,Little River,3150204,Y,0,31.29836111,LITTLE RIVER,-87.71033333,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:LITB-2,AL,4th,LITTLE RIVER,NonUrban,65,65p,1,358.4,785398.5124,9.16,31.298361,87.710333,947932.8856,1996
9/1/2015,5000029,PLNLOW,CPL,AL-STATE,Y,18241891,11/4/1996,,5.2,4,46006,N,Majors Creek,3150204,Y,0,31.12866667,MAJORS CREEK,-87.82052778,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:MAJB-1,AL,4th,MAJORS CREEK,NonUrban,65,65f,1,115.7,776607.1168,10.11,31.128667,87.820528,928218.788,1996
9/1/2015,5000030,EHIGH,SAP,AL-STATE,Y,21656284,6/15/1999,,102.4,4,46006,N,Mayberry Creek,3150202,Y,0,33.07125,MAYBERRY CREEK,-86.93852778,WADEABLE,,Ridge and Valley,SAGT,N,R,R,,B,HAND,AL:MAYB-1,AL,2nd,MAYBERRY CREEK,NonUrban,67,67h,1,29.47,839498.6479,103.92,33.07125,86.938528,1151299.761,1999
9/1/2015,5000031,EHIGH,SAP,AL-STATE,Y,22205115,5/3/1990,,232,4,46006,N,Cheaha Creek,3150106,Y,0,33.45877778,CHEAHA CREEK,-85.87372222,WADEABLE,,Piedmont,SAGT,N,R,R,,B,HAND,AL:MCHE-1,AL,2nd,CHEAHA CREEK,NonUrban,45,45d,1,19.1,933192.0022,233.18,33.458778,85.873722,1204277.301,1990
9/1/2015,5000032,EHIGH,SAP,AL-STATE,Y,18588978,5/17/1995,,142.4,4,46006,N,Marriott Creek,3160109,Y,0,34.04211111,MARRIOTT CREEK,-86.86283333,WADEABLE,,Southwestern Appalachians,SAGT,N,R,R,,R,HAND,AL:MRTC-1,AL,2nd,MARRIOTT CREEK,NonUrban,68,68e,1,19.05,836079.9874,142.69,34.042111,86.862833,1259907.189,1995
9/1/2015,5000033,PLNLOW,CPL,AL-STATE,Y,2213390,6/1/1999,,91,4,46006,N,Patrick Creek,3140202,Y,0,31.43783333,PATRICK CREEK,-86.11186111,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:PATC-1,AL,3rd,PATRICK CREEK,NonUrban,65,65d,1,23.31,934729.9828,66.36,31.437833,86.111861,977850.8597,1999
9/1/2015,5000034,EHIGH,SAP,AL-STATE,Y,22273020,5/24/2000,,130.1,4,46006,N,Paint Creek,3150107,Y,0,33.01838889,PANTHER CREEK,-86.44741667,WADEABLE,,Piedmont,SAGT,N,R,R,,R,HAND,AL:PNTC-11,AL,2nd,PANTHER CREEK,NonUrban,45,45a,1,43.48,885440.2161,130.75,33.018389,86.447417,1149885.268,2000
9/1/2015,5000035,PLNLOW,CPL,AL-STATE,Y,18542852,6/8/1995,,43,4,46006,N,Poplar Creek,3160201,Y,0,32.27733333,POPLAR CREEK,-87.60669444,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:PPM-1,AL,3rd,POPLAR CREEK,NonUrban,65,65b,1,38.85,785575.0922,42.91,32.277333,87.606694,1057402.51,1995
9/1/2015,5000036,PLNLOW,CPL,AL-STATE,Y,2323430,6/2/1999,,85,4,46006,N,Piney Woods Creek,3140302,Y,0,31.58377778,PINEYWOODS CREEK,-86.46186111,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:PYW-1,AL,3rd,PINEYWOODS CREEK,NonUrban,65,65d,1,62.16,900129.7054,70.82,31.583778,86.461861,990633.5901,1999
9/1/2015,5000037,PLNLOW,CPL,AL-STATE,Y,21682228,6/17/1993,,61,4,46006,N,Soapstone Creek,3150201,Y,0,32.32211111,SOAPSTONE CREEK,-86.9065,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:SPD-1,AL,3rd,SOAPSTONE CREEK,NonUrban,65,65b,1,41.44,850440.783,39.8,32.322111,86.9065,1068400.109,1993
9/1/2015,5000038,PLNLOW,CPL,AL-STATE,Y,21682228,6/13/1995,,41.1,4,46006,N,Soapstone Creek,3150201,Y,0,32.31758333,SOAPSTONE CREEK,-86.9075,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:SPD-1A,AL,3rd,SOAPSTONE CREEK,NonUrban,65,65b,1,53.79,850395.7668,56.24,32.317583,86.9075,1067888.713,1995
9/1/2015,5000039,PLNLOW,CPL,AL-STATE,Y,18238349,6/7/1995,,61,4,46006,N,Silver Creek,3150204,Y,0,31.69516667,SILVER CREEK,-87.58155556,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,R,HAND,AL:SRC-1,AL,3rd,SILVER CREEK,NonUrban,65,65q,1,51.8,793660.0832,18.63,31.695167,87.581556,993002.7786,1995
9/1/2015,5000040,PLNLOW,CPL,AL-STATE,Y,18208384,5/6/1998,,69.1,4,46006,N,South Sandy Creek,3160113,Y,0,32.96994444,SOUTH SANDY CREEK,-87.39775,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:SSB-1,AL,3rd,SOUTH SANDY CREEK,NonUrban,65,65i,1,30.52,798095.4827,72.59,32.969944,87.39775,1136085.632,1998
9/1/2015,5000041,PLNLOW,CPL,AL-STATE,Y,21675866,5/10/2000,,118,4,46006,N,Swift Creek,3150201,Y,0,32.72166667,SWIFT CREEK,-86.692,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:SWFC-1,AL,3rd,SWIFT CREEK,NonUrban,65,65i,1,65.18,866080.5836,119.41,32.721667,86.692,1114686.049,2000
9/1/2015,5000042,EHIGH,SAP,AL-STATE,Y,22206389,6/1/2000,,188.9,4,46006,N,Talladega Creek,3150106,Y,0,33.37838889,TALLADEGA CREEK,-86.03025,WADEABLE,,Piedmont,SAGT,N,R,R,,R,HAND,AL:TCT-5,AL,3rd,TALLADEGA CREEK,NonUrban,45,45d,1,192.61,919760.528,194.12,33.378389,86.03025,1193824.348,2000
9/1/2015,5000043,EHIGH,SAP,AL-STATE,Y,18578515,5/17/1995,,183.9,4,46006,N,Thompson Creek,3160110,Y,0,34.34091667,THOMPSON CREEK,-87.47108333,WADEABLE,,Southwestern Appalachians,SAGT,N,R,R,,R,HAND,AL:TPSL-1,AL,3rd,THOMPSON CREEK,NonUrban,68,68e,1,39.77,777584.3395,182.9,34.340917,87.471083,1288001.024,1995
9/1/2015,5000044,PLNLOW,CPL,AL-STATE,Y,21639612,6/7/1995,,4.3,4,46006,N,,3160203,Y,0,31.78408333,ULCANUSH CREEK,-88.10808333,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:ULCC-1,AL,4th,ULCANUSH CREEK,NonUrban,65,65q,1,86.5,743317.5786,10.05,31.784083,88.108083,998610.8711,1995
9/1/2015,5000045,PLNLOW,CPL,AL-STATE,Y,21676928,5/6/1998,,72.8,4,46006,N,Valley Creek,3150201,Y,0,32.57469444,VALLEY CREEK,-86.98466667,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:VLYD-1,AL,3rd,VALLEY CREEK,NonUrban,65,65i,1,41.99,840484.7525,72.77,32.574694,86.984667,1095741.006,1998
9/1/2015,5000046,PLNLOW,CPL,AL-STATE,Y,21450642,5/8/2000,,60.9,4,46006,N,Washington Creek,3150203,Y,0,32.56997222,WASHINGTON CREEK,-87.39136111,WADEABLE,,Southeastern Plains,SAGT,N,R,R,,B,HAND,AL:WASP-1,AL,3rd,WASHINGTON CREEK,NonUrban,65,65a,1,42.21,802723.1643,61.02,32.569972,87.391361,1091700.555,2000
9/1/2015,5000047,EHIGH,SAP,AL-STATE,Y,22273322,5/24/2000,,202.6,4,46006,N,Weogufka Creek,3150107,Y,0,33.07263889,WEOGUFKA CREEK,-86.248,WADEABLE,,Piedmont,SAGT,N,R,R,,R,HAND,AL:WGFC-1,AL,3rd,WEOGUFKA CREEK,NonUrban,45,45a,1,49.59,903239.886,203.63,33.072639,86.248,1157785.572,2000
9/1/2015,5000048,WMTNS,XER,REMAP-R9-CACV,N,4296315,,,183,9,,Y,,18020102,0,YES,40.36333333,,-122.3377778,WADEABLE,,Central California Foothills and Coastal Mountains,CALI,N,R,,,,HAND,CA004S,CA,5th,,NonUrban,6,6ar,1,,-2189212.477,135.12,40.363333,122.337778,2233003.077,1994
9/1/2015,5000049,WMTNS,XER,REMAP-R9-CACV,N,7969707,,,24,9,,Y,,18020106,0,YES,39.34027778,,-121.7025,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA026S,CA,,,NonUrban,7,7a,1,,-2168345.812,26.9,39.340278,121.7025,2108071.881,1995
9/1/2015,5000050,WMTNS,XER,REMAP-R9-CACV,N,7972169,,,30,9,,Y,,18020106,0,YES,39.24555556,,-121.5305556,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA032S,CA,,,NonUrban,7,7a,1,,-2157009.716,27.23,39.245556,121.530556,2093926.224,1994
9/1/2015,5000051,WMTNS,XER,REMAP-R9-CACV,N,15033949,,,18,9,,Y,,18020109,0,YES,38.89083333,,-121.5055556,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA046S,CA,4th,,NonUrban,7,7a,1,,-2165491.24,14.17,38.890833,121.505556,2055024.812,1994
9/1/2015,5000052,WMTNS,XER,REMAP-R9-CACV,N,3952567,,,6,9,,Y,,18040005,0,YES,38.15305556,,-121.3511111,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA065S,CA,,,NonUrban,7,7k,1,,-2174490.935,9.14,38.153056,121.351111,1971746.294,1994
9/1/2015,5000053,WMTNS,XER,REMAP-R9-CACV,N,2975406,,,61,9,,Y,,18040004,0,YES,38.055,,-121.0163889,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA068S,CA,6th,,NonUrban,7,7a,1,,-2149310.82,39.19,38.055,121.016389,1953524.878,1994
9/1/2015,5000054,WMTNS,XER,REMAP-R9-CACV,N,19777237,,,55,9,,Y,,18040001,0,YES,37.3075,,-120.5113889,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA091S,CA,4th,,Urban,7,7n,1,,-2128268.941,51.48,37.3075,120.511389,1861211.549,1994
9/1/2015,5000055,WMTNS,XER,REMAP-R9-CACV,N,19772747,,,85,9,,Y,,18040001,0,YES,37.01777778,,-120.1452778,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA106S,CA,,,NonUrban,7,7d,1,,-2105332.742,73.82,37.017778,120.145278,1821649.319,1994
9/1/2015,5000056,WMTNS,XER,REMAP-R9-CACV,N,17159722,,,268,9,,Y,,18030012,0,YES,36.04944444,,-118.9280556,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA142S,CA,5th,,Urban,7,7p,1,,-2027239.169,168.78,36.049444,118.928056,1690017.314,1996
9/1/2015,5000057,WMTNS,XER,REMAP-R9-CACV,N,4296231,,,244,9,,Y,,18020113,0,YES,40.42888889,,-122.5372222,WADEABLE,,Central California Foothills and Coastal Mountains,CALI,N,R,,,,HAND,CA164S,CA,3rd,,NonUrban,6,6e,1,,-2203334.842,199.24,40.428889,122.537222,2244673.705,1995
9/1/2015,5000058,WMTNS,XER,REMAP-R9-CACV,N,1678567,,,37,9,,Y,,18020105,0,YES,39.67166667,,-121.9227778,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA186S,CA,,,NonUrban,7,7c,1,,-2176462.712,37.59,39.671667,121.922778,2148884.061,1995
9/1/2015,5000059,WMTNS,XER,REMAP-R9-CACV,N,1685147,,,18,9,,Y,,18020105,0,YES,39.38,,-121.9097222,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA197S,CA,,,NonUrban,7,7c,1,,-2184195.474,20.29,39.38,121.909722,2117105.979,1995
9/1/2015,5000060,WMTNS,XER,REMAP-R9-CACV,N,7972071,,,30,9,,Y,,18020106,0,YES,39.33388889,,-121.7311111,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA200S,CA,,,NonUrban,7,7a,1,,-2170891.808,25.08,39.333889,121.731111,2108035.103,1995
9/1/2015,5000061,WMTNS,XER,REMAP-R9-CACV,N,7972221,,,43,9,,Y,,18020106,0,YES,39.23222222,,-121.4925,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA212S,CA,,,NonUrban,7,7a,1,,-2154268.12,32.64,39.232222,121.4925,2091622.17,1995
9/1/2015,5000062,WMTNS,XER,REMAP-R9-CACV,N,7972225,,,30,9,,Y,,18020106,0,YES,39.22555556,,-121.5066667,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA213S,CA,3rd,,NonUrban,7,7a,1,,-2155634.555,25.22,39.225556,121.506667,2091222.966,1995
9/1/2015,5000063,WMTNS,XER,REMAP-R9-CACV,N,2854759,,,12,9,,Y,,18020104,0,YES,38.93666667,,-121.6986111,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA227S,CA,,,NonUrban,7,7c,1,,-2180109.935,8.34,38.936667,121.698611,2064390.634,1995
9/1/2015,5000064,WMTNS,XER,REMAP-R9-CACV,N,2855591,,,12,9,,Y,,18020104,0,YES,38.82888889,,-121.7755556,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA235S,CA,,,NonUrban,7,7c,1,,-2189713.266,8,38.828889,121.775556,2054519.795,1995
9/1/2015,5000065,WMTNS,XER,REMAP-R9-CACV,N,2823988,,,61,9,,Y,,18040002,0,YES,37.62277778,,-120.6997222,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA286S,CA,,,NonUrban,7,7d,1,,-2135172.91,57.47,37.622778,120.699722,1899591.185,1995
9/1/2015,5000066,WMTNS,XER,REMAP-R9-CACV,N,19777239,,,49,9,,Y,,18040001,0,YES,37.30194444,,-120.5222222,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA302S,CA,,,Urban,7,7n,1,,-2129347.477,47.99,37.301944,120.522222,1860852.254,1995
9/1/2015,5000067,WMTNS,XER,REMAP-R9-CACV,N,17142880,,,91,9,,Y,,18030012,0,YES,36.50083333,,-119.4025,WADEABLE,,Central California Valley,CALI,N,R,,,,HAND,CA347S,CA,,,NonUrban,7,7d,1,,-2056021.171,95.26,36.500833,119.4025,1749272.883,1995
9/1/2015,5000068,WMTNS,WMT,REMAP-R8-COSR,N,188395,,,2701,8,46006,Y,Elk Creek,10190002,0,YES,39.51111334,ELK CREEK,-105.5230631,WADEABLE,Lower Mississippi Region,Southern Rockies,MORI,N,R,,S,,HAND,CO006M,CO,2nd,ELK CREEK,NonUrban,21,21c,1,,-809999.2141,2671.12,39.511113,105.523063,1872811.854,1994
9/1/2015,5000069,WMTNS,WMT,REMAP-R8-COSR,N,190821,,,2426,8,46006,Y,Goose Creek,10190002,0,YES,39.17222771,GOOSE CREEK,-105.3677717,WADEABLE,Lower Mississippi Region,Southern Rockies,MORI,N,R,,S,,HAND,CO007M,CO,3rd,GOOSE CREEK,NonUrban,21,21c,1,,-800571.6177,2404.21,39.172228,105.367772,1833703.122,1994
